Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2016-0331-USA,2016,331,Natural,Hydrological,Flood,Riverine flood,,,Declar,United States of America (the),USA,Northern America,Americas,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn, Wright (Iowa)",Excessive rains and thunderstorms,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2016,9,19,2016,9,23,1,,,,,,,550000,93.87843648
2016-0123-USA,2016,123,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,United States of America (the),USA,Northern America,Americas,"Dallas-Fort Worth (Dallas, Wise, Tarrant, Denton, Parker), Wylie, Plano, Little Elm, Rockwall, Bettie, Emory in Collin, Denton, Upshur, Rockwall, Rains, San Antonio metro regions, Helotes, Alamo Heights, Kirby, Hollywood Park, Carrizo Springs, Terrel Hills (Bexar, Dimmit) (Texas), Oklahoma, Kansas, Missouri, Arkansas, Mississippi, Louisiana",,Hail,,,,,,,Kph,,,,,2016,4,10,2016,4,15,1,,3000,,3000,,3000000,3900000,93.87843648
2016-0150-USA,2016,150,Natural,Meteorological,Storm,Convective storm,Tornado,,Waiting,United States of America (the),USA,Northern America,Americas,"Oklahoma, Colorado, Nebraska, Kansas, Iowa, Missouri, Arkansas, Illinois, Kentucky, Texas,Tennessee provinces",,Hail,,,,,,,Kph,,,,,2016,5,7,2016,5,10,2,10,,,10,,800000,1000000,93.87843648
2016-0477-USA,2016,477,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,United States of America (the),USA,Northern America,Americas,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,Hail,,,,,,,Kph,,,,,2016,11,26,2016,12,1,8,33,,,33,,200000,275000,93.87843648
2016-0086-USA,2016,86,Natural,Meteorological,Storm,Convective storm,Severe storm,,Declar,United States of America (the),USA,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida provinces",,Hail,,,,Yes,,,Kph,,,,,2016,3,17,2016,3,18,1,,,,,,920000,1200000,93.87843648
2016-0087-USA,2016,87,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Louisiana, Arkansas, Mississippi, Alabama, Florida provinces",,Hail,,,,,,,Kph,,,,,2016,3,22,2016,3,25,,,300,,300,,1700000,2300000,93.87843648
2016-0124-USA,2016,124,Natural,Hydrological,Flood,Flash flood,,,Declar,United States of America (the),USA,Northern America,Americas,"Fayette, Grimes, Harris, Parker counties, Houston districts (Texas province)",Torrential rrains,Storm,,,,Yes,,,Km2,,,,,2016,4,16,2016,4,19,9,,21000,,21000,,,2000000,93.87843648
2016-0183-USA,2016,183,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Arkansas, Kansas, Nebraska provinces",Heavy rain,Storm,,,,Yes,,,Km2,308.574,-955.37,,,2016,5,27,2016,6,2,15,,,,,,200000,300000,93.87843648
2016-0181-USA,2016,181,Natural,Meteorological,Storm,Convective storm,Hail,,Declar,United States of America (the),USA,Northern America,Americas,"Houston district (Texas province), Brenham city (Washington district, Texas province); Montana, Kansas, Missouri, Colorado",,Flood,,,,,,,Kph,,,,,2016,5,21,2016,5,28,9,12,,,12,,800000,1100000,93.87843648
2016-0085-USA,2016,85,Natural,Meteorological,Storm,Convective storm,Severe storm,,Declar,United States of America (the),USA,Northern America,Americas,"California, Lousiana, Texas, Arkansas, Tennessee, Mississippi, Alabama, Oklahoma, Kentucky, Ohio provinces",,Flood,,,,Yes,,,Kph,,,,,2016,3,4,2016,3,12,7,,,,,,560000,1600000,93.87843648
2016-0010-USA,2016,10,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Storm Jonas (Snowzilla),Kill,United States of America (the),USA,Northern America,Americas,"Washington D.C. (District of Columbia district, District of Columbia province), New York, New Jersey, Pennsylvania, Maryland, Virginia, Tennessee, Kentucky, Delaware, West Virginia, Georgia, North Carolina provinces",,Snow/ice,,,,Yes,,,Kph,,,,,2016,1,23,2016,1,26,50,12,85000000,,85000012,,240000,550000,93.87843648
2016-0051-USA,2016,51,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Alabama, Mississippi, Virginia provinces",,Lightening,,,,Yes,,,Kph,,,,,2016,2,22,2016,2,25,10,12,,,12,,,1200000,93.87843648
2016-0493-USA,2016,493,Natural,Geophysical,Earthquake,Ground movement,,,Affected,United States of America (the),USA,Northern America,Americas,Cushing (Oklahoma),,,,,,,,5,Richter,35.991,-96.803,,,2016,11,7,2016,11,7,,,120,,120,,,20000,93.87843648
2016-0355-USA,2016,355,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Matthew,Kill,United States of America (the),USA,Northern America,Americas,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",,,,,,,,,Kph,,,,,2016,10,7,2016,10,9,49,,,,,,5000000,10000000,93.87843648
2016-0206-USA,2016,206,Natural,Climatological,Wildfire,Forest fire,,,Affected,United States of America (the),USA,Northern America,Americas,California province,"Combination of heat, extented drought and gusty winds",,,,,Yes,,,Km2,,,,,2016,6,25,2016,6,26,,,36,855,891,,,150000,93.87843648
2016-0264-USA,2016,264,Natural,Climatological,Wildfire,Forest fire,,Sand Fire,Affected,United States of America (the),USA,Northern America,Americas,"Los Angeles, San Francisco districts (California province)",Drought,,,,,,,,Km2,,,,,2016,7,24,2016,8,1,2,,420,,420,,,50000,93.87843648
2016-0297-USA,2016,297,Natural,Climatological,Wildfire,Forest fire,,Clayton Fire,Affected,United States of America (the),USA,Northern America,Americas,"Lower Lake, Clearlake (Lake district, California province)",,,,,,,,,Km2,,,,,2016,8,13,2016,8,16,,,,567,567,,,100000,93.87843648
2016-0463-USA,2016,463,Natural,Climatological,Wildfire,Forest fire,,,Affected,United States of America (the),USA,Northern America,Americas,"Gatlinburg city (Sevier district, Tennessee province)",,,,,,,,,Km2,,,,,2016,11,28,2016,12,2,14,191,,6383,6574,,600000,1200000,93.87843648
2016-0022-USA,2016,22,Technological,Technological,Transport accident,Air,,Helicopter,Kill,United States of America (the),USA,Northern America,Americas,Near Oahu coast (Hawai),,,,,,,,,,,,,,2016,1,14,2016,1,14,12,,,,,,,,93.87843648
2016-0277-USA,2016,277,Technological,Technological,Transport accident,Air,,Ballooning,Kill,United States of America (the),USA,Northern America,Americas,Near Lockhart (Texas),,,,,,,,,,,,,,2016,7,30,2016,7,30,16,,,,,,,,93.87843648
2016-0408-USA,2016,408,Technological,Technological,Transport accident,Road,,,Kill,United States of America (the),USA,Northern America,Americas,Near Plam Springs (California),,,,,,,,,,,,,,2016,10,23,2016,10,23,13,31,,,31,,,,93.87843648
2016-0353-USA,2016,353,Technological,Technological,Transport accident,Rail,,,Affected,United States of America (the),USA,Northern America,Americas,Hoboken (New Jersey),,,,,,,,,,,,,,2016,9,29,2016,9,29,1,110,,,110,,,,93.87843648
2016-0013-USA,2016,13,Technological,Technological,Industrial accident,Gas leak,,,Declar,United States of America (the),USA,Northern America,Americas,Los Angeles (California),,,,,,Yes,,,m3,,,,,2016,1,6,2016,1,6,,,,,,,,,93.87843648
2016-0466-USA,2016,466,Technological,Technological,Miscellaneous accident,Fire,,Party in a festival,Kill,United States of America (the),USA,Northern America,Americas,Oakland,,,,,,,,,,,,,,2016,12,2,2016,12,2,36,2,,,2,,,,93.87843648
2016-0170-USA,2016,170,Natural,Hydrological,Flood,,,,Waiting,United States of America (the),USA,Northern America,Americas,"Palestine city (Anderson district, Texas province), Houston district (Texas province)",,,,,,,,,Km2,,,,,2016,4,30,2016,4,30,11,,,,,,,,93.87843648
2016-0292-USA,2016,292,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)",Heavy rains,,,,,Yes,,19554,Km2,29.988,-91.8,,,2016,8,9,2016,8,16,13,,70000,,70000,,2500000,10000000,93.87843648
2017-0004-USA,2017,4,Technological,Technological,Transport accident,Rail,,,Affected,United States of America (the),USA,Northern America,Americas,"New York (Brooklyn, Atlantic Terminal station)",,,,,,,,,,,,,,2017,1,4,2017,1,4,,103,,,103,,,,95.87816577
1973-0148-USA,1973,148,Natural,Geophysical,Earthquake,Ground movement,,,SigDam,United States of America (the),USA,Northern America,Americas,Oxnard (California),,,,,,,,6,Richter,34.1,-119,6:45,,1973,2,21,1973,2,21,,,,,,,,1000,17.36698602
1973-0149-USA,1973,149,Natural,Geophysical,Earthquake,Ground movement,,,SigDam,United States of America (the),USA,Northern America,Americas,Hilo (Hawai),,,,,,,,7,Richter,19.936,-155.098,10:26,,1973,4,26,1973,4,26,,11,,,11,,,5750,17.36698602
1975-0155-USA,1975,155,Natural,Geophysical,Earthquake,Ground movement,,,Affected,United States of America (the),USA,Northern America,Americas,Pocatello valley (Idaho),,,,,,,,6,Richter,42.06,-122.55,20:31,,1975,3,27,1975,3,27,,,1560,,1560,,,1000,21.05030752
2000-0943-USA,2000,943,Technological,Technological,Transport accident,Air,,MV22 Osprey,Kill,United States of America (the),USA,Northern America,Americas,"Marana Northwest Regional Airport, Tucson (Arizona)",vortex ring state (VRS),,,,,,,,,,,,,2000,4,8,2000,4,8,19,,,,,,,,67.35575898
2008-0669-USA,2008,669,Technological,Technological,Industrial accident,Explosion,,Sugar Refinery,Kill,United States of America (the),USA,Northern America,Americas,"Georgia, Savannah, Port Wentworth",accumulations of combustible sugar dust,,,,,,,,m3,,,,,2008,2,7,2008,2,7,13,40,,,40,,,323000,84.21522909
2016-0521-USA,2016,521,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",,Cold wave,,,,,,,Kph,,,,,2016,12,13,2016,12,19,22,,,,,,,100000,93.87843648
2016-0550-USA,2016,550,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",,,,,,,,,Kph,,,,,2016,4,24,2017,4,28,6,19,,,19,,800000,,93.87843648
2016-0552-USA,2016,552,Natural,Hydrological,Flood,,,,SigDam,United States of America (the),USA,Northern America,Americas,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",,,,,,Yes,,,Km2,,,,"Sabine river, Little, Red, Big Cypress Creek, Neches, Pearl, Wolf, Leaf, Ouachita",2016,3,8,2016,3,13,5,,,,,,333000,2300000,93.87843648
2017-0039-USA,2017,39,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,United States of America (the),USA,Northern America,Americas,"California, Nevada, Idaho, Colorado, Utah, Oregon states",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2017,1,6,2017,1,13,3,,,,,,200000,400000,95.87816577
2017-0136-USA,2017,136,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",,Storm,Hail,,,,,,Km2,,,,"Mississippi river, Black River, White River, Illinois River, Big Muddy River, Meramec River, St. Francis River, Gasconade River",2017,4,28,2017,5,1,20,70,,,70,,800000,1700000,95.87816577
2017-0336-USA,2017,336,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",,Flood,Hail,,,,,,Kph,,,,,2017,8,5,2017,8,8,,30,600,,630,,200000,200000,95.87816577
2017-0542-USA,2017,542,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri",,Transport accident,Cold wave,,,Yes,,,Kph,,,,,2017,12,31,2018,1,5,22,,,,,,750000,1100000,95.87816577
2017-0062-USA,2017,62,Natural,Meteorological,Storm,Convective storm,,,Declar,United States of America (the),USA,Northern America,Americas,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2017,2,16,2017,2,21,5,,200000,,200000,,200000,1500000,95.87816577
2017-0234-USA,2017,234,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Waiting,United States of America (the),USA,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",,Hail,Flood,,,,,170,Kph,,,,,2017,6,25,2017,6,29,,,,,,,1100000,1400000,95.87816577
2017-0564-USA,2017,564,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas – Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)",,Hail,Flood,,,,,175,Kph,,,,,2017,3,25,2017,3,28,1,,,,,,2000000,2700000,95.87816577
2017-0362-USA,2017,362,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Harvey,Affected,United States of America (the),USA,Northern America,Americas,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",,Flood,Oil spill,,,Yes,,215,Kph,,,,"Sabine River, Brazos River, Navidad River, San Bernard River, San Jacinto River, Trinity River, Clear Creek, Cypress Creek, Davidson Creek, Lake Creek, Menard Creek, Peach Creek, and Buffalo Bayou while the Colorado River, Guadalupe River, Lavaca River, Tres Palacios River, Bedias Creek, Caney Creek, Garcitas Creek, Sandies Creek, Sandy Creek, Spring Creek, Brays Bayou, White Oak Bayou, Greens Bayou",2017,8,25,2017,8,29,88,24,555000,27000,582024,,30000000,95000000,95.87816577
2017-0070-USA,2017,70,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa, North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states",,Hail,Lightening,,,,,,Kph,,,,,2017,2,27,2017,3,2,4,12,600,,612,,1400000,1900000,95.87816577
2017-0203-USA,2017,203,Natural,Meteorological,Storm,Convective storm,Hail,,SigDam,United States of America (the),USA,Northern America,Americas,"Colorado, New Mexico, Texas, Oklahoma",,Hail,,,,,,130,Kph,,,,,2017,5,8,2017,5,11,,,,,,,2500000,3100000,95.87816577
2017-0563-USA,2017,563,Natural,Meteorological,Storm,Convective storm,Hail,,Affected,United States of America (the),USA,Northern America,Americas,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",,Hail,,,,,,130,Kph,,,,,2017,3,6,2017,3,9,2,15,600,,615,,2000000,2200000,95.87816577
2017-0253-USA,2017,253,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,United States of America (the),USA,Northern America,Americas,"Minnesota (Minneapolis – St. Paul, MN metro region-Twin Cities, Lac Qui Parle County, Montevideo (Chippewa), Slayton (Murray), St. Cloud (Stearns), Monticello (Wright), Coon Rapids (Anoka)), Wisconsin (St. Croix), Upper Peninsula (Michigan), North Dakota (Richardson, Stark County, Morton County, Milton and Langdon in Cavalier County), South Dakota (Deuel, Jerauld, Beadle, and Clark Counties)",,Hail,,,,,,135,Kph,,,,,2017,6,9,2017,6,12,,,,,,,1500000,2000000,95.87816577
2017-0512-USA,2017,512,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Declar,United States of America (the),USA,Northern America,Americas,"Missouri, Indiana (Bedford in Lawrence, Muncie in Delaware, Salem in Washington, Blackford, Jay), Ohio (Celina in Mercer, Williamsfield in Ashtabula, Clyde in Sandusky, Bloomingville in Erie , Republic, West Lodi in Seneca, Galion in Crawford, Steuben, Norwalk, Fitchville, Wakeman in Huron, Nova and Hayesville in Ashland, South Vienna in Wayne, Calcutta in Columbiana, Clark), Pennsylvania (Erie in Erie), Illinois (Noble in Richland)",,Hail,,,,Yes,,,Kph,,,,,2017,11,5,2017,11,6,,8,,,8,,200000,260000,95.87816577
